ID,链家编号ID,小区名,城市,区县,道路号,CBD,单价,建成年份,用途,物业费,物业,开发商,总栋数,总户数,附近门店,经度,维度,录入时间
12,5.011E+12,中远两湾城,上海,普陀,"(普陀中远两湾城)远景路97弄、中潭路100弄（四期）, 远景路97弄，中潭路100弄，中潭路99弄（一期）, 中潭路99弄79-159号，中潭路100弄78-156号（二期）, 中潭路33弄07～15号，中潭路99弄189~241号，中潭路91弄01~59号（三期）, 中潭路100弄82、120号, 中潭路100弄254~306号, 中潭路99弄87、125、143、163号, 中潭路100弄222、254、302、304、306号",中远两湾城,81070,2000,塔楼/板楼/塔板结合,1.5至3.33元/平米/月,上海中远物业管理发展有限公司..,上海万业企业股份有限公司,100,11932,两湾城店/上海市普陀区中潭路100弄220号,0,0,2021/1/12 11:17
13,5.011E+12,慧芝湖花园,上海,静安,"(静安大宁)平型关路1083弄（一、二期）, 平型关路1088弄（三期）, 平型关路1018号, 平型关路1083弄12号、14号, 平型关路1083弄3号",大宁,94031,2007,塔楼/板楼,2.5至3.8元/平米/月,龙湖物业,嘉华(中国)投资有限公司,37,3526,慧芝湖二店/上海市闸北区平型关路1071号（第一层）,121.465689,31.28813,2021/1/12 11:17
14,5.011E+12,奥林匹克花园,上海,松江,"(松江九亭)涞亭北路99弄, 涞寅路106弄, 沪松公路1118-1186号, 涞寅路106弄1-131号",九亭,44052,1999,板楼,1.5至5元/平米/月,上海锐翔上房物业管理有限公司,上海奥林匹克置业投资有限公司,340,5396,奥园三店/上海市松江区涞寅路92号一层-2,121.336257,31.152722,2021/1/12 11:17
15,5.011E+12,新城金郡,上海,嘉定,"(嘉定嘉定新城)临泽路88弄, 临泽路89弄, 临泽路188弄, 云屏路1399弄, 临泽路189弄, 崇信路1518弄, 白银路1565号, 白银路1563号, 云屏路1520弄, 白银路1310弄, 白银路1147号, 白银路1298号, 云屏路1399弄1-33号",嘉定新城,45623,2010,板楼,1.7至2.1元/平米/月,新城物业,上海新城创佳置业有限公司,102,2560,白银路一店/上海市嘉定区白银路1107号1层,121.246299,31.348733,2021/1/12 11:17
16,5.011E+12,世茂滨江花园,上海,浦东,"(浦东陆家嘴)潍坊西路1弄,潍坊西路2弄",陆家嘴,103243,2002,板楼,5元/平米/月,世茂物业,上海世茂房地产有限公司,31,3890,世茂店/上海市浦东新区浦城路712号,0,0,2021/1/12 11:17
17,5.01106E+12,尚海湾豪庭,上海,徐汇,"(徐汇徐汇滨江)凯滨路18弄, 凯滨路19弄, 东安路888弄",徐汇滨江,118165,2008,板楼,4至5.5元/平米/月,金地物业公司,上海鑫泰房地产发展有限公司,18,1913,尚海湾店/上海市徐汇区东安路800弄14号104室,0,0,2021/1/12 11:17
18,5.011E+12,阳光威尼斯(三期),上海,普陀,(普陀真光)靖边路199弄,真光,51763,2006,板楼,1.53元/平米/月,上海阳光物业管理有限公司,上海意景房产开发有限公司,25,2809,靖边路二店/上海市普陀区靖边路193、195号,0,0,2021/1/12 11:17
19,5.011E+12,东方城市花园(二期),上海,浦东,(浦东南码头)东方路1881弄,南码头,83160,2005,板楼,2.15元/平米/月,上海由由物业管理有限公司,上海由由集团股份有限公司,87,3662,东方城市花园二店/上海市浦东新区东三里桥786号-1,0,0,2021/1/12 11:17
20,5.011E+12,崧泽华城佳福雅苑（六区）,上海,青浦,(青浦赵巷)秀泽路225弄,赵巷,32145,2014,板楼,1.1元/平米/月,上海沙林物业管理有限公司,中建八局,17,1172,汇金店/上海市青浦区秀禾路242号,121.163483,31.158968,2021/1/12 11:17
21,5.011E+12,环球翡翠湾花园(公寓),上海,浦东,(浦东三林)西泰林路158弄,三林,69485,2006,板楼,2.95至4.8元/平米/月,上海万科物业有限公司,上海浦发振丰房地产发展有限公司,39,1219,环球翡翠湾店/上海市浦东新区西泰林路158弄19号104室,0,0,2021/1/12 11:17
22,5.011E+12,锦绣华都,上海,浦东,(浦东御桥)御衡路68弄,御桥,65486,2010,板楼,1.75元/平米/月,上海康万物业有限公司,上海越州置业有限公司,37,1581,绿洲康城店/上海市浦东新区康桥路1283号1层,0,0,2021/1/12 11:17
23,5.0111E+12,上海康城,上海,闵行,(闵行莘庄)莘松路958弄（大浪湾道01-61号、山林道04-96号、江山道01-23号、瀑布湾道21-96号、维园道01-45号、康城道51-82）,莘庄,36141,2001,板楼,1.5至3元/平米/月,盛孚物业,闵行房地产,289,12237,上海康城四店/上海市闵行区莘松路958弄山林道76号1层02G室,0,0,2021/1/12 11:17
24,5.011E+12,绿川新苑,上海,浦东,"(浦东北蔡)绿林路50弄,绿林路51弄,绿林路52弄,绿林路320弄",北蔡,51033,1991,板楼,0.55至1.1元/平米/月,上海芸绮物业管理有限公司,绿城集团,263,2952,绿川店/上海市浦东新区绿林路231号近陈春路口,0,0,2021/1/12 11:17
25,5.011E+12,潍坊九村,上海,浦东,"(浦东潍坊)崂山路644弄, 崂山路638弄, 浦电路330弄, 崂山路646号",潍坊,99767,1982,板楼,0.45至0.8元/平米/月,上海浦东新区潍坊物业公司,上海建工房产有限公司,110,2416,崂山店/上海市浦东新区崂山路684号底层,0,0,2021/1/12 11:18
26,5.011E+12,中凯城市之光(静安),上海,静安,"(静安南京西路)威海路333弄,大沽路368弄（回搬房）,大沽路398弄",南京西路,120710,1999,塔楼/板楼/塔板结合,1.45至4.8元/平米/月,保利物业发展股份有限公司,上海中凯企业集团有限公司,25,1761,中凯店/上海市静安区大沽路370号-2,121.471835,31.232529,2021/1/12 11:18
27,5.011E+12,万科假日风景(公寓),上海,闵行,"(闵行莘庄)畹町路99弄, 畹町路100弄, 畹町路121号, 畹町路114号, 畹町路116号",莘庄,85622,2002,塔楼/板楼,2.15至5元/平米/月,上海万科物业管理有限公司,上海万科房地产有限公司,273,4311,万科假日二店/上海市闵行区畹町路114号,0,0,2021/1/12 11:18
28,5.011E+12,鞍山六村,上海,杨浦,(杨浦鞍山)鞍山六村,鞍山,65569,1953,板楼,0.3元/平米/月,上海市卫百辛集团延吉物业管理有限公司,鞍山房产有限公司,94,2651,鞍山五店/上海市杨浦区打虎山路109号-1,0,0,2021/1/12 11:18
29,5.011E+12,城中花园,上海,浦东,(浦东康桥)秀沿路1028弄2支弄,康桥,45438,2005,板楼,1.85元/平米/月,上海永升物业管理有限公司,上海康桥半岛集团,103,2930,康桥五店/上海市浦东新区秀沿路1165号113室,0,0,2021/1/12 11:18
30,5.011E+12,文华苑(宝山),上海,宝山,"(宝山大华)大华路901弄（一期）,华灵路1210弄（二、三期）,华灵路1280弄（二、三期）,华灵路1180弄（四期）,新沪路1099弄（五期）",大华,56331,1997,板楼,1.38至1.58元/平米/月,上海物业管理有限公司,大华（集团）有限公司,276,4240,文华苑店/上海市宝山区新沪路1202-1号两楼南侧,0,0,2021/1/12 11:18
31,5.011E+12,澜茵华庭,上海,嘉定,(嘉定江桥)金园一路1518弄，金园一路1519弄,江桥,46949,2005,板楼,0.6至1.2元/平米/月,真如物业,上海科茂房地产开发有限公司,140,1913,绿地新江桥城店/上海市嘉定区金耀南路311号1-2层,121.321989,31.245925,2021/1/12 11:18
32,5.011E+12,潍坊十村,上海,浦东,"(浦东潍坊)崂山东路645弄, 潍坊路154弄, 潍坊路140弄, 潍坊路126弄, 潍坊路120号, 潍坊路122号, 潍坊路128号, 潍坊路130号, 潍坊路132号, 潍坊路134号, 潍坊路136号, 潍坊路142号, 潍坊路144号, 潍坊路148号, 潍坊路150号, 潍坊路152号, 潍坊路156号, 潍坊路146号, 潍坊路138号, 潍坊路158号",潍坊,106793,1983,板楼/塔板结合,0.45至0.8元/平米/月,潍坊物业,上海建工房产有限公司,109,2402,崂山店/上海市浦东新区崂山路684号底层,0,0,2021/1/12 11:18
33,5.011E+12,九城湖滨国际,上海,松江,(松江九亭)沪亭北路618弄,九亭,48169,2007,板楼,1.65元/平米/月,采林物业,上海九城置业有限公司,85,3284,九亭店/上海市松江区九亭镇涞寅路354号上下层、356号上下层,121.32503,31.155467,2021/1/12 11:18
34,5.011E+12,万科城市花园,上海,闵行,"(闵行七宝)七莘路3333弄2区-15区, 七莘路3333弄3区11-14号",七宝,57250,1994,塔楼/板楼,1至2.2元/平米/月,上海万科物业管理有限公司,上海万科房地产有限公司,304,4878,七宝万科五店/上海市闵行区七莘路3333号3区50号101室,0,0,2021/1/12 11:18
35,5.011E+12,竹园新村(浦东),上海,浦东,"(浦东源深)潍坊路238弄, 潍坊路252弄, 潍坊路260号, 潍坊路335弄1-3支弄, 潍坊路355弄, 潍坊路375弄, 源深路600弄1-3支弄, 潍坊路262号, 潍坊路246号",源深,90033,1987,板楼,0.75至1元/平米/月,潍坊物业,上海建工房产有限公司,190,3786,盛世年华店/上海市浦东新区潍坊路411号,0,0,2021/1/12 11:18
36,5.09099E+14,同鸣路157号,上海,虹口,(虹口鲁迅公园)同鸣路157号,鲁迅公园,0,1998,板楼,0.3元/平米/月,上海虹口物业管理公司,虹口开发商,1,30,天通庵路一店/上海市虹口区天通庵路768号,121.482883,31.274503,2021/1/12 11:18
37,5.011E+12,万科琥珀郡园,上海,宝山,(宝山罗店)美艾路177弄,罗店,43136,2010,板楼,2.5至3.1元/平米/月,万科物业,上海美兰华府置业有限公司,162,1087,美兰湖岭域店/上海市宝山区罗芬路108号一层,0,0,2021/1/12 11:18
38,5.011E+12,绿洲康城亲水湾(中央区),上海,浦东,(浦东御桥)康桥路1558弄,御桥,59708,2007,板楼,1.5至2.2元/平米/月,上海中远物业管理发展有限公司,上海振龙房地产开发有限公司,68,4525,绿洲康城店/上海市浦东新区康桥路1283号1层,0,0,2021/1/12 11:18
39,5.011E+12,银河新都,上海,闵行,"(闵行春申)绿莲路99弄,绿莲路100弄,老沪闵路2259弄",春申,52725,2006,板楼,1.45元/平米/月,景瑞物业,昆山市裕大房地产有限公司,71,2586,银河新都店/上海市闵行区莲花南路1500弄2号楼105室,0,0,2021/1/12 11:19
40,5.011E+12,鞍山四村第一小区,上海,杨浦,"(杨浦鞍山)抚顺路373弄, 抚顺路393弄, 鞍山四村1-30号",鞍山,75393,1953,板楼,0.85至1元/平米/月,上海市卫百辛集团延吉物业管理有限公司,上海卫百辛房地产经纪有限公司,89,2686,同济绿园店/上海市杨浦区锦西路78号一层,0,0,2021/1/12 11:19
41,5.0111E+12,新凯二期,上海,松江,"(松江泗泾)新家园路128弄, 新家园路30弄，新家园路88弄",泗泾,36146,2009,板楼,0.8至1.45元/平米/月,彩生活物业,上海新凯房地产开发有限公司,236,4207,新凯二店/上海市松江区新家园路143号1层地下1、1-2层,121.243657,31.113106,2021/1/12 11:19
42,5.011E+12,竹园高层,上海,浦东,"(浦东源深)张杨路1050弄, 张杨路1318号, 张杨路1308号, 张杨路1338号, 张杨路1348号, 福山路309号, 张杨路1328号",源深,68859,1989,塔楼,1元/平米/月,上海申厦物业有限公司,上海第八房地产开发公司,12,2138,福山店/上海市浦东新区张杨路1063号,0,0,2021/1/12 11:21
43,5.011E+12,大华颐和华城(公寓),上海,普陀,"(普陀万里)武威东路477弄,武威东路478弄,武威东路479弄,真金路577弄",万里,63016,2004,板楼,0.95至1.75元/平米/月,上海景瑞物业管理有限公司,上海颐和房地产有限公司,185,3203,颐和店/上海市普陀区武威东路487号1-2层,0,0,2021/1/12 11:21
44,5.011E+12,新领地,上海,浦东,(浦东花木)杜鹃路188弄,花木,56136,2002,塔楼,1.35元/平米/月,无,上海飞乐房地产开发经营公司,2,716,龙阳店/上海市浦东新区白杨路572号,0,0,2021/1/12 11:21
45,5.011E+12,蔷薇新村,上海,闵行,"(闵行春申)老沪闵路1351弄, 春申路1581弄",春申,41659,1994,板楼,0.65至0.8元/平米/月,上海益镇物业管理有限公司,蔷薇开发商,158,2612,蔷薇新村店/上海市闵行区春申路1581弄2号甲106-A室,0,0,2021/1/12 11:21
46,5.02003E+15,新凯一期,上海,松江,(松江泗泾)古楼公路1858弄,泗泾,35427,2006,板楼,0.8至1.25元/平米/月,上海中星集团申城物业有限公司,上海新凯房地产开发有限公司,242,3618,新凯二店/上海市松江区新家园路143号1层地下1、1-2层,121.240553,31.113077,2021/1/12 11:21
47,5.011E+12,凯欣豪园,上海,长宁,(长宁中山公园)汇川路88弄,中山公园,102650,2005,塔楼/板楼,4.2元/平米/月,上海绿城物业有限公司,上海伟怡房地产发展有限公司,13,1816,凯欣店/上海市长宁区汇川路86号,121.424661,31.222694,2021/1/12 11:21
48,5.011E+12,中信泰富又一城,上海,嘉定,"(嘉定嘉定新城)云屏路388弄,云屏路518弄,云谷路599弄",嘉定新城,43968,2011,塔楼/板楼/塔板结合,2.02至2.9元/平米/月,中信泰富（上海）物业管理有限公司,上海嘉逸房地产开发有限公司,26,3550,嘉定新城二店/上海市嘉定区双丁路1176号1层,121.259622,31.335988,2021/1/12 11:21
49,5.011E+12,中海御景熙岸(公寓),上海,浦东,(浦东三林)秀沿西路258弄,三林,62274,2001,板楼,2.2元/平米/月,中海物业管理（上海）有限公司,中海发展（上海）有限公司,71,1441,绿地香颂店/上海市浦东新区康桥镇秀沿西路258弄262、263号1层，266号1层，265号1层,0,0,2021/1/12 11:21
50,5.011E+12,万邦都市花园,上海,浦东,(浦东北蔡)龙阳路1880弄,北蔡,91850,2000,板楼,1.55至2.5元/平米/月,上海万科物业管理有限公司,上海万邦企业集团有限公司,88,2864,龙阳店/上海市浦东新区白杨路572号,0,0,2021/1/12 11:21
51,5.011E+12,新城盛景园,上海,青浦,"(青浦夏阳)崧文路399弄,崧文路299弄,崧文路288弄,崧文路388弄",夏阳,44166,2008,板楼,1.14至2.5元/平米/月,上海新城物业有限公司,江苏新城创置房地产有限公司,322,3087,宜达店/上海市青浦区华盈路1085弄246号,121.155179,31.165639,2021/1/12 11:21
52,5.011E+12,上海源花城,上海,松江,(松江九亭)涞寅路1200弄,九亭,41295,2006,板楼,1.55元/平米/月,上海益镇物业管理有限公司,上海伯骏置业有限公司,80,1984,新源花城店/上海市松江区涞寅路1148号1-2层,121.310627,31.147636,2021/1/12 11:21
53,5.011E+12,耀江花园,上海,黄浦,(黄浦世博滨江)西藏南路1739弄,世博滨江,113412,2002,板楼/平房,2.5元/平米/月,盛孚物业,上海耀海房地产开发有限公司,10,1019,弘辉名苑店/上海市黄浦区西藏南路1519-3号,121.499241,31.20454,2021/1/12 11:21
54,5.011E+12,建德坊,上海,黄浦,(黄浦新天地)建国东路328弄1-22号,新天地,114284,2002,板楼,1.75元/平米/月,永业物业,上海永业企业(集团)有限公司,22,536,新天地翠湖店/上海市黄浦区建国东路316号-1,121.483483,31.218991,2021/1/12 11:22
55,5.0111E+12,绿地新江桥城三期,上海,嘉定,(嘉定江桥)金耀南路299弄,江桥,46305,2011,板楼,1.19至1.42元/平米/月,上海永绿置业有限公司,绿城集团,45,2596,绿地新江桥城店/上海市嘉定区金耀南路311号1-2层,121.317754,31.243661,2021/1/12 11:22
56,5.011E+12,合景叠翠峰苑,上海,嘉定,"(嘉定菊园新区)秋竹路618弄, 秋竹路655弄, 秋竹路603号, 秋竹路605号",菊园新区,36013,2012,板楼/塔板结合/平房,2.5至9元/平米/月,鸿誉物业,上海泓誉房地产开发有限公司,36,1727,合景店/上海市嘉定区平城路2281号,121.227766,31.386673,2021/1/12 11:22
57,5.011E+12,聚缘南庭,上海,闵行,(闵行闵浦)闵驰一路29弄,闵浦,30622,2013,板楼,1.1元/平米/月,彩生活物业,上海中城企业集团房地产有限公司,21,786,欣佳宝邸一店/上海市闵行区闵驰二路49号1室,0,0,2021/1/12 11:22
58,5.011E+12,中芯花园18弄,上海,浦东,"(浦东张江)青桐路18弄（一期、二期）,青桐路199弄（三期北区）,青桐路358弄（三期南区）",张江,65794,2000,板楼,1.98至2.32元/平米/月,申大物业,中芯集团,45,978,张江八店/上海市浦东新区广兰路236号包2室,0,0,2021/1/12 11:22
59,5.011E+12,和源名城,上海,静安,(静安彭浦)江杨南路466弄,彭浦,58478,2011,塔楼/板楼,1.29至1.44元/平米/月,上海北安物业管理有限公司,上海润华置业有限公司,28,4065,和源名城三店/上海市闸北区保德路23号一层,121.472536,31.324104,2021/1/12 11:22
60,5.011E+12,新凯城钟秀苑,上海,松江,(松江泗泾)泗凯路415弄,泗泾,32159,2012,板楼,1.2元/平米/月,上海新凯物业管理公司,上海新凯房地产开发有限公司,16,1008,新家园店/上海市松江区泗泾镇新家园路414号,121.242568,31.118232,2021/1/12 11:22
61,5.011E+12,美岸栖庭(公寓),上海,宝山,"(宝山高境)何家湾路111弄, 国权北路828弄, 高逸路201弄, 何家湾路125号, 高逸路226号, 何家湾路113号, 何家湾路102号",高境,61738,2005,板楼,0.8至2.4元/平米/月,上海永升物业管理有限公司,上海佳源置业有限公司,134,3334,何家湾路店/上海市宝山区何家湾路108号-1,0,0,2021/1/12 11:22
62,5.011E+12,绿地康桥新苑,上海,浦东,(浦东康桥)沪南路2688弄,康桥,46717,2004,板楼,0.6至1.2元/平米/月,新昌物业,上海康宸房地产开发有限公司,215,3404,康桥老街店/上海市浦东新区秀沈路160号（双）102室,0,0,2021/1/12 11:22
63,5.011E+12,上海春城,上海,闵行,"(闵行春申)莲花南路1108弄, 莲花南路1288弄, 莲花南路1188弄58号, 莲花南路1288弄1-92号",春申,77783,2000,板楼/平房,1.45至3.6元/平米/月,上海三原物业,上海金樱房地产发展有限公司,155,3006,上海春城二店/上海市闵行区莲花南路1188弄94号,0,0,2021/1/12 11:22
64,5.011E+12,国和二村,上海,杨浦,(杨浦中原)国和二村,中原,56330,1988,板楼,0.8元/平米/月,上海吉兴物业管理有限公司,清河房产公司,209,3870,国和新村店/上海市杨浦区国和路1024号-4、-5室,0,0,2021/1/12 11:22
65,5.011E+12,海申花园,上海,闵行,(闵行金虹桥)张虹路125弄,金虹桥,62780,1995,塔楼/板楼,0.6至1.2元/平米/月,上海申虹物业有限公司,上海申化房地产开发经营公司,49,1267,海联花苑店/上海市长宁区张虹路112号,0,0,2021/1/12 11:22
66,5.011E+12,水语人家南苑,上海,闵行,(闵行闵浦)浦涛路751弄,闵浦,38210,2010,板楼,1.1至1.25元/平米/月,上房物业,上海城协房地产有限公司,62,1600,水语人家店/上海市闵行区浦涛路802号1-2层,0,0,2021/1/12 11:23
67,5.011E+12,黄浦华庭,上海,黄浦,(黄浦蓬莱公园)保屯路99弄,蓬莱公园,101114,2006,板楼,2.25至2.5元/平米/月,上海华府天地物业管理有限公司,上海百润房地产有限公司,5,440,西藏南路总店/上海市黄浦区西藏南路1283-1号,121.497022,31.213004,2021/1/12 11:23
68,5.011E+12,新南家园,上海,奉贤,"(奉贤西渡)西闸公路1118弄,扶港路399弄,新南家园",西渡,26486,2001,板楼,0.6至1.1元/平米/月,上海奉南实业有限公司,上海西渡房产开发有限公司,224,3214,新南家园二店/上海市奉贤区西渡镇西闸路1122号,121.452144,31.000021,2021/1/12 11:23
69,5.02003E+15,金硕河畔景园西区,上海,闵行,(闵行闵浦)江协路51弄,闵浦,32927,2010,板楼,0.83元/平米/月,上海六角物业管理有限公司,上海金硕置业有限公司,59,1228,金硕河畔店/上海市闵行区江协路25号1层,0,0,2021/1/12 11:23
70,5.011E+12,龙南三四村,上海,徐汇,"(徐汇龙华)龙南三村, 龙南四村",龙华,63235,1993,板楼,0.8元/平米/月,上海海鸿福船物业管理有限公司,上海徐房物业有限公司,131,2099,龙南店/上海市徐汇区龙水南路281号1-2层,0,0,2021/1/12 11:23
71,5.011E+12,浦江宝邸,上海,闵行,"(闵行闵浦)江文路201弄, 江文路125弄",闵浦,32223,2014,板楼,1.1至1.28元/平米/月,上海益镇物业管理有限公司,上海乐领置业发展有限公司,60,3844,浦江宝邸二店/上海市闵行区江文路310号,0,0,2021/1/12 11:23
72,5.011E+12,聚丰景都,上海,宝山,"(宝山上大)聚丰园路628弄, 聚丰园路670号",上大,48644,2008,板楼,1.2元/平米/月,上海乾溪物业管理有限公司,上海祁连房地产开发总公司,166,2790,聚丰景都一店/上海市宝山区聚丰园路618号1层,0,0,2021/1/12 11:24
73,5.011E+12,凯德嘉博名邸,上海,浦东,(浦东世博)齐恒路177弄,世博,83406,2012,板楼/平房,3.3元/平米/月,上海上房物业管理有限公司,新越置业（上海）有限公司,10,553,锦绣国际店/上海市浦东新区北艾路1648号,0,0,2021/1/12 11:24
74,5.011E+12,保利西子湾,上海,松江,"(松江松江大学城)广富林路1188弄, 广富林路1202号",松江大学城,43941,2008,塔楼/板楼,1.45至1.75元/平米/月,上海保利物业管理,上海城乾房地产开发有限公司,82,3653,保利西子湾店/上海市松江区广富林路1222号1-2层,121.241032,31.066142,2021/1/12 11:24
75,5.011E+12,爱家豪庭,上海,虹口,"(虹口临平路)物华路246弄, 物华路236号, 物华路234号, 物华路232号, 物华路230号",临平路,91453,2007,板楼,2.5元/平米/月,上海爱家物业管理有限公司,上海爱家投资(集团)有限公司,6,666,爱家豪庭店/上海市虹口区物华路248号,121.499454,31.266685,2021/1/12 11:25
76,5.011E+12,华悦家园,上海,徐汇,"(徐汇漕河泾)虹漕路3号, 虹漕路21号, 虹漕路23号, 虹漕路19弄",漕河泾,80018,2014,板楼,1.2至1.53元/平米/月,汇成物业,汇成地产,29,3140,华悦家园店/上海市徐汇区虹漕南路55号101-3室,0,0,2021/1/12 11:25
78,5.011E+12,路易凯旋宫,上海,长宁,(长宁中山公园)武夷路555弄23-34号,中山公园,84709,2003,板楼,3.55至3.95元/平米/月,上房物业管理有限公司,上海悦达房地产发展有限公司,10,725,中山公园店/上海市长宁区安化路564号,121.425213,31.220997,2021/1/12 11:25
79,5.011E+12,丽都成品,上海,浦东,(浦东金桥)利津路729弄,金桥,64187,2005,塔楼/板楼/平房,1.35至1.65元/平米/月,上海安居物业有限公司,上海中星（集团）有限公司,31,1113,丽都成品店/上海市浦东新区利津路660、662号一层,0,0,2021/1/12 11:25
80,5.011E+12,嘉利明珠城,上海,静安,(静安闸北公园)平型关路377弄,闸北公园,84404,2005,板楼,1.85至2.1元/平米/月,上海中建物业管理有限公司,上海北亚华欣置业有限公司,26,2677,闸北公园店/上海市闸北区平型关路387-389号101室1层,121.470171,31.27948,2021/1/12 11:25
81,5.011E+12,馨宁公寓,上海,徐汇,"(徐汇华泾)华发路406弄,华发路368弄",华泾,83944,2011,塔楼/板楼,1.26元/平米/月,上海中星集团申城物业有限公司,上海城建集团,37,4865,华发馨宁店/上海市徐汇区华发路363号1-3层,0,0,2021/1/12 11:25
82,5.011E+12,佳泰花园,上海,杨浦,(杨浦黄兴公园)营口路789弄,黄兴公园,81199,2000,板楼,1.3元/平米/月,洋房物业,上海佳泰房产开发经营有限公司,79,994,佳泰花园店/上海市杨浦区国顺东路260号,0,0,2021/1/12 11:25
83,5.011E+12,中房公寓,上海,嘉定,(嘉定江桥)金耀路333弄,江桥,42909,2005,板楼,1.1元/平米/月,上海中房物业管理有限公司,上海中房住佳房产有限公司,91,2274,绿地新江桥城店/上海市嘉定区金耀南路311号1-2层,121.317299,31.250455,2021/1/12 11:25
84,5.011E+12,夏朵园,上海,闵行,(闵行老闵行)银春路1799弄,老闵行,34409,2006,板楼,1.3至1.8元/平米/月,上海复瑞物业管理有限公司,鸿丰房地产（上海）有限公司,174,3335,夏朵店/上海市闵行区马桥镇银春路2003号,0,0,2021/1/12 11:25
85,5.011E+12,水岸金桥苑,上海,嘉定,(嘉定江桥)鹤霞路555弄,江桥,43037,2008,板楼,0.6至1.4元/平米/月,上海虹达物业管理有限公司,上海西部大众地产置业有限公司,83,3132,江桥万达店/上海市嘉定区金运路580号106,121.321152,31.251878,2021/1/12 11:25
86,5.011E+12,明日星城（一期）,上海,黄浦,"(黄浦董家渡)河南南路1001弄（一期）, 河南南路1009弄（一期）, 江阴街34、36号, 河南南路868弄",董家渡,89889,2000,板楼,2元/平米/月,上海振新物业管理有限公司,上海东方金马房产发展有限公司,19,1353,明日星城一店/上海市黄浦区中华路858号1层-4号,121.500878,31.219447,2021/1/12 11:25
87,5.011E+12,春申府邸,上海,闵行,(闵行莘庄)沪闵路5366弄,莘庄,54654,2007,板楼,1至1.5元/平米/月,吴迳物业,上海莘城实业总公司,41,779,沁春路总店/上海市闵行区沁春路1056号、1060号底层,0,0,2021/1/12 11:25
88,5.011E+12,桃浦七村雪松苑,上海,普陀,(普陀桃浦)雪松路458弄,桃浦,40657,1995,板楼,0.8元/平米/月,普陀物业,西部集团,188,4364,山茶苑店/上海市普陀区雪松路526号,0,0,2021/1/12 11:26
89,5.011E+12,万科金色领域,上海,嘉定,"(嘉定菊园新区)秋竹路801弄,秋竹路802弄",菊园新区,34985,2012,板楼,2.6至3元/平米/月,上海万科物业管理有限公司,上海万科房地产有限公司,31,1112,合景店/上海市嘉定区平城路2281号,121.224766,31.388859,2021/1/12 11:26
90,5.011E+12,浦江馨都,上海,闵行,(闵行闵浦)先新路1058弄,闵浦,36744,2013,板楼,1.2元/平米/月,上海枫丹白露物业有限公司,上海科润房地产开发有限公司,52,1986,欣佳宝邸二店/上海市闵行区闵驰二路77号1-2层,0,0,2021/1/12 11:26
91,5.011E+12,星河世纪城,上海,普陀,"(普陀真如)桃浦路321弄（一期）, 桃浦路300弄（二期、三期）, 桃浦路327号, 桃浦路325号, 桃浦路329号",真如,71790,2005,板楼,1.75元/平米/月,上海农工商旺都物业管理有限公司,上海泰尔发房地产开发有限公司,99,3701,星河世纪城店/上海市普陀区桃浦路295、297号,0,0,2021/1/12 11:26
92,5.011E+12,嘉园,上海,静安,(静安静安寺)万航渡路458弄,静安寺,101751,1998,塔楼/板楼,2.6元/平米/月,科瑞物业,香港嘉华集团,5,777,一师新闸路店/上海市静安区万航渡路243号、245号,121.442637,31.230688,2021/1/12 11:26
93,5.011E+12,天山怡景苑,上海,长宁,(长宁天山)威宁路511弄,天山,86154,2009,板楼,2.1至2.6元/平米/月,上海新长宁集团仙霞物业管理有限公司,上海新长宁（集团）有限公司,36,1564,海逸总店/上海市长宁区天山路284-286号（双）1层,121.390245,31.223884,2021/1/12 11:26
94,5.011E+12,金桥爱建园,上海,浦东,(浦东碧云)碧云路199弄,碧云,114987,2003,板楼,2.45元/平米/月,上海复欣物业管理有限公司,上海宇宙置业有限公司,40,1220,碧云三店/上海市浦东新区碧云路299号,0,0,2021/1/12 11:26
95,5.011E+12,文怡花园,上海,奉贤,(奉贤西渡)文怡花园,西渡,23635,1997,板楼,0.6元/平米/月,上海文怡物业管理有限公司,上海鸿图置业有限公司,121,1504,新南家园二店/上海市奉贤区西渡镇西闸路1122号,121.445025,30.999746,2021/1/12 11:26
96,5.011E+12,丰庄十四街坊,上海,嘉定,"(嘉定丰庄)丰庄西路551弄,丰庄北路151弄,丰庄西路433弄",丰庄,46112,1994,板楼,0.4至0.45元/平米/月,上海永绿置业有限公司,绿城集团,264,3265,丰庄地铁店/上海市嘉定区清峪路1059号,121.361412,31.252909,2021/1/12 11:26
97,5.02004E+15,金地褐石苑,上海,松江,"(松江泗泾)泗凤公路508弄, 泗通路155弄, 泗通路198弄, 泗宝路298弄",泗泾,50464,2016,板楼,2.6至15元/平米/月,金地物业公司,暂无信息,72,2380,金地泗宝店/上海市松江区泗泾镇泗宝路266号1层,121.260903,31.119646,2021/1/12 11:26
98,5.011E+12,丰庄二村,上海,嘉定,(嘉定丰庄)丰庄二村,丰庄,46963,1995,板楼,0.45元/平米/月,上海永绿置业有限公司,上海永绿置业有限公司,81,1109,丰庄店/上海市嘉定区丰庄路305-307号1层,121.371357,31.251713,2021/1/12 11:26
99,5.011E+12,金杨七街坊,上海,浦东,"(浦东金杨)金口路471弄,金口路411弄,枣庄路810弄,枣庄路998弄",金杨,53314,1995,板楼,0.8元/平米/月,上海陆家嘴物业管理有限公司,上海锦和投资集团有限公司,170,3136,金杨二店/上海市浦东新区金杨路472号底层,0,0,2021/1/12 11:26
