ID,链家编号ID,小区名,城市,区县,道路号,CBD,单价,建成年份,用途,物业费,物业,开发商,总栋数,总户数,附近门店,经度,维度,录入时间
8182,5.02003E+15,浙江中路519号,上海,黄浦,(黄浦南京东路)浙江中路519号,南京东路,0,0,塔板结合,暂无信息,暂无信息,暂无信息,1,1,苏河湾豪宅店/上海市闸北区曲阜路137号一层,0,0,2021/1/13 17:40
8183,5E+13,绍兴路80号,上海,黄浦,(黄浦淮海中路)绍兴路80号,淮海中路,0,0,未知类型,暂无信息,暂无信息,暂无信息,1,1,嘉御庭店/上海市徐汇区建国西路253号B1-5号,0,0,2021/1/13 17:40
8184,5.02002E+15,大吉路310弄,上海,黄浦,(黄浦老西门)大吉路310弄,老西门,0,1955,平房,3元/平米/月,上海上房物业,上海上房集团,3,3,老西门店/上海市黄浦区建国新路53-57号,0,0,2021/1/13 17:40
8185,5.011E+12,建国新路91号,上海,黄浦,(黄浦老西门)建国新路91号,老西门,0,0,未知类型,暂无信息,上海市政物业,上海建房置业发展有限公司,1,60,老西门店/上海市黄浦区建国新路53-57号,0,0,2021/1/13 17:40
8186,5.02003E+15,北京东路499弄,上海,黄浦,(黄浦南京东路)北京东路499弄,南京东路,0,1937,塔板结合,2元/平米/月,暂无信息,陕西亿润经贸有限公司,1,1,苏河湾豪宅店/上海市闸北区曲阜路137号一层,0,0,2021/1/13 17:40
8187,5.02002E+15,香山路8号,上海,黄浦,(黄浦淮海中路)香山路8号,淮海中路,0,0,未知类型,暂无信息,暂无信息,暂无信息,1,2,明园世纪城店/上海市徐汇区复兴中路1238号,0,0,2021/1/13 17:40
8188,5.02004E+15,高家弄37弄,上海,黄浦,(黄浦豫园)高家弄37弄1-7号,豫园,0,0,未知类型,暂无信息,暂无信息,暂无信息,1,1,豫园店/上海市黄浦区河南南路551号,0,0,2021/1/13 17:40
8189,5.02002E+15,北京西路201-259号,上海,黄浦,"(黄浦人民广场)北京西路209号, 北京西路213号, 北京西路235号, 北京西路243号, 北京西路259号, 北京西路201号, 北京西路211号",人民广场,0,1928,板楼,0.8元/平米/月,北京西路街道物业管理,北京西路开发商,7,18,黄浦店/上海市黄浦区新闸路391号,0,0,2021/1/13 17:41
8190,5.011E+12,兴安路163弄,上海,黄浦,(黄浦淮海中路)兴安路163弄,淮海中路,0,1937,板楼,1元/平米/月,暂无信息,兴安置业公司,5,7,新天地豪宅店/上海市黄浦区马当路178号1层,0,0,2021/1/13 17:41
8191,5.011E+12,云南南路346弄,上海,黄浦,(黄浦老西门)云南南路346弄5-29号,老西门,0,1985,未知类型,暂无信息,暂无信息,暂无信息,5,6,露香园店/上海市黄浦区人民路737号101室,0,0,2021/1/13 17:41
8192,5.011E+12,北京东路800号,上海,黄浦,(黄浦南京东路)北京东路800号,南京东路,0,1988,塔板结合,3元/平米/月,暂无信息,北京新龙地产,1,7,苏河湾豪宅店/上海市闸北区曲阜路137号一层,0,0,2021/1/13 17:41
8193,5.01234E+15,北京东路265-275号,上海,黄浦,"(黄浦南京东路)北京东路265号, 北京东路275号",南京东路,0,1984,板楼,1.2元/平米/月,上海申厦物业有限公司,上海物业,2,36,苏河湾豪宅店/上海市闸北区曲阜路137号一层,0,0,2021/1/13 17:41
8194,5.011E+12,淮海中路542弄,上海,黄浦,(黄浦淮海中路)淮海中路542弄,淮海中路,0,1940,板楼,暂无信息,暂无信息,上海黄浦建设发展有限公司,10,23,新天地豪宅店/上海市黄浦区马当路178号1层,0,0,2021/1/13 17:41
8195,5.02002E+15,中山南路1832号,上海,黄浦,(黄浦世博滨江)中山南路1832号,世博滨江,0,1985,平房,0.5元/平米/月,暂无信息,南石家庄政府,1,1,弘辉名苑店/上海市黄浦区西藏南路1519-3号,0,0,2021/1/13 17:41
8196,5.011E+12,长乐路376弄,上海,黄浦,(黄浦淮海中路)长乐路376弄,淮海中路,0,1940,板楼,暂无信息,暂无信息,暂无信息,3,8,南京西路店/上海市静安区威海路419号1层,0,0,2021/1/13 17:41
8197,5.0111E+12,山西南路54号,上海,黄浦,(黄浦南京东路)山西南路54号,南京东路,0,0,未知类型,暂无信息,暂无信息,暂无信息,1,1,露香园店/上海市黄浦区人民路737号101室,0,0,2021/1/13 17:41
8198,5.011E+12,南昌路58号,上海,黄浦,(黄浦淮海中路)南昌路58号,淮海中路,0,2001,塔板结合,7元/平米/月,无,福强地产,1,1,新天地豪宅店/上海市黄浦区马当路178号1层,0,0,2021/1/13 17:41
8199,5.011E+12,梦花街78弄,上海,黄浦,(黄浦老西门)梦花街78弄,老西门,0,0,未知类型,暂无信息,暂无信息,暂无信息,5,8,豫园店/上海市黄浦区河南南路551号,0,0,2021/1/13 17:41
8200,5.01587E+15,北京东路860-862号,上海,黄浦,(黄浦南京东路)北京东路860-862号,南京东路,0,1986,塔板结合,0.3元/平米/月,上海端正物业有限公司,北京甄氏集团,1,1,苏河湾豪宅店/上海市闸北区曲阜路137号一层,0,0,2021/1/13 17:41
8201,5.011E+12,杰仕豪庭,上海,黄浦,(黄浦人民广场)威海路168弄,人民广场,94962,2002,板楼,2.3元/平米/月,上海长美物业管理有限公司,长江经济联合发展（集团）上海长威房地产有限公司,2,173,中凯店/上海市静安区大沽路370号-2,0,0,2021/1/13 17:41
8202,5.011E+12,达新大楼,上海,黄浦,"(黄浦五里桥)斜土路270号,斜土路280号",五里桥,76733,1992,板楼,1元/平米/月,上海市政物业,上海置业集团有限公司,2,145,五里桥店/上海市黄浦区局门路293-临,0,0,2021/1/13 17:41
8203,5.011E+12,进贤路219号,上海,黄浦,(黄浦淮海中路)进贤路219号,淮海中路,0,1979,板楼,1.3元/平米/月,上海锦南物业经营有限公司,上海上实房地产开发有限公司,1,72,巨富店/上海市静安区富民路57号,0,0,2021/1/13 17:42
8204,5.02003E+15,康家弄84号,上海,黄浦,(黄浦豫园)康家弄84号,豫园,0,0,未知类型,暂无信息,暂无信息,暂无信息,1,1,滨江旗舰店/上海市黄浦区盐码头街159-161号,0,0,2021/1/13 17:42
8205,5.09822E+14,面筋小区,上海,黄浦,"(黄浦董家渡)面筋弄11-35号, 中华路297-305号",董家渡,0,1987,板楼,0.59元/平米/月,上实物业,上海置业,6,132,滨江旗舰店/上海市黄浦区盐码头街159-161号,0,0,2021/1/13 17:42
8206,5.011E+12,中华路969弄,上海,黄浦,(黄浦豫园)中华路969弄,豫园,0,0,板楼,暂无信息,自主物业,上海兴盛置业有限公司,2,2,明日星城店/上海市黄浦区江阴街60号,0,0,2021/1/13 17:42
8207,5.011E+12,茂名南路159弄,上海,黄浦,(黄浦淮海中路)茂名南路159弄,淮海中路,0,1936,板楼,0.6元/平米/月,暂无信息,环市西路7号大院,15,21,明园世纪城店/上海市徐汇区复兴中路1238号,0,0,2021/1/13 17:42
8208,5.011E+12,汉口路407号,上海,黄浦,(黄浦南京东路)汉口路407号,南京东路,0,1985,板楼,暂无信息,暂无信息,上海京南地产,1,36,露香园店/上海市黄浦区人民路737号101室,0,0,2021/1/13 17:42
8209,5.01297E+15,天津路524号,上海,黄浦,(黄浦南京东路)天津路524号,南京东路,0,0,塔板结合,暂无信息,暂无信息,暂无信息,1,2,苏河湾豪宅店/上海市闸北区曲阜路137号一层,0,0,2021/1/13 17:42
8210,5.02003E+15,西仓桥街93号,上海,黄浦,(黄浦豫园)西仓桥街93号,豫园,0,1920,平房,暂无信息,宝南物业,南房集团,1,1,豫园店/上海市黄浦区河南南路551号,0,0,2021/1/13 17:42
8211,5.02003E+15,瑞金二路111号,上海,黄浦,(黄浦淮海中路)瑞金二路111号,淮海中路,0,0,未知类型,暂无信息,暂无信息,暂无信息,1,1,明园世纪城店/上海市徐汇区复兴中路1238号,0,0,2021/1/13 17:42
8212,5.02003E+15,曹家街小区,上海,黄浦,(黄浦老西门)曹家街45号,老西门,0,0,未知类型,暂无信息,暂无信息,暂无信息,1,1,豫园店/上海市黄浦区河南南路551号,0,0,2021/1/13 17:42
8213,5.011E+12,五福弄45号,上海,黄浦,(黄浦南京东路)五福弄45号,南京东路,0,0,塔板结合,暂无信息,暂无信息,暂无信息,1,2,苏河湾豪宅店/上海市闸北区曲阜路137号一层,0,0,2021/1/13 17:42
8214,5.011E+12,绍兴路36弄,上海,黄浦,(黄浦淮海中路)绍兴路36弄,淮海中路,0,1940,板楼,暂无信息,暂无信息,暂无信息,4,16,卢湾店/上海市卢湾区陕西南路327号乙,0,0,2021/1/13 17:42
8215,5.011E+12,南昌路83弄,上海,黄浦,(黄浦淮海中路)南昌路83弄,淮海中路,0,1982,未知类型,暂无信息,暂无信息,暂无信息,3,6,明园世纪城店/上海市徐汇区复兴中路1238号,0,0,2021/1/13 17:42
8224,5.02002E+15,梅家街124弄,上海,黄浦,(黄浦董家渡)梅家街124弄,董家渡,0,0,未知类型,暂无信息,暂无信息,暂无信息,1,1,豫园店/上海市黄浦区河南南路551号,0,0,2021/1/13 17:43
8225,5.011E+12,恒安坊,上海,黄浦,"(黄浦老西门)方浜西路45号, 方浜西路63弄, 方浜西路53号, 方浜西路55号, 方浜西路63弄1-59号",老西门,0,1960,塔楼/板楼,暂无信息,暂无信息,南房集团,23,55,老西门店/上海市黄浦区建国新路53-57号,0,0,2021/1/13 17:43
8264,5.011E+12,陕西南路269号,上海,黄浦,(黄浦淮海中路)陕西南路269号,淮海中路,0,0,未知类型,暂无信息,公房物业,上海徐汇房产经营有限公司,1,8,嘉御庭店/上海市徐汇区建国西路253号B1-5号,0,0,2021/1/13 17:46
8265,5.011E+12,顺昌路424弄,上海,黄浦,(黄浦新天地)顺昌路424弄,新天地,0,1970,板楼/平房,1.3元/平米/月,顺池物业,上海顺基房地产,8,9,新天地翠湖店/上海市黄浦区建国东路316号-1,0,0,2021/1/13 17:46
8266,5.02003E+15,南京东路120号,上海,黄浦,(黄浦南京东路)南京东路120号,南京东路,0,1934,塔板结合,1.5元/平米/月,暂无信息,上海西上海上食科技发展有限公司,1,2,露香园店/上海市黄浦区人民路737号101室,0,0,2021/1/13 17:46
8267,5.09822E+14,巨鹿路284号,上海,黄浦,(黄浦淮海中路)巨鹿路284号,淮海中路,0,1949,平房,0.5元/平米/月,暂无信息,暂无信息,1,1,南京西路店/上海市静安区威海路419号1层,0,0,2021/1/13 17:46
8268,5.011E+12,制造局路66弄,上海,黄浦,(黄浦五里桥)制造局路66弄,五里桥,0,1985,未知类型,暂无信息,暂无信息,暂无信息,3,31,永业店/上海市卢湾区徐家汇路103-1号,0,0,2021/1/13 17:46
8269,5.011E+12,南车站路149弄,上海,黄浦,(黄浦蓬莱公园)南车站路149弄,蓬莱公园,0,1985,平房,3元/平米/月,宝南物业,上海静华实业有限公司,1,40,西藏南路总店/上海市黄浦区西藏南路1283-1号,0,0,2021/1/13 17:47
8270,5.011E+12,学宫街43弄,上海,黄浦,(黄浦老西门)学宫街43弄,老西门,0,1912,未知类型,暂无信息,暂无信息,暂无信息,1,6,豫园店/上海市黄浦区河南南路551号,0,0,2021/1/13 17:47
8271,5.011E+12,瀛通绿地大厦,上海,黄浦,"(黄浦世博滨江)开平路88号,日晖东路555号",世博滨江,0,2012,未知类型,暂无信息,暂无信息,暂无信息,2,292,丝庐花语总店/上海市徐汇区零陵路37号1层,0,0,2021/1/13 17:47
8272,5.011E+12,瑞金二路69弄,上海,黄浦,"(黄浦淮海中路)瑞金二路69弄, 瑞金二路67号",淮海中路,0,1935,塔板结合,0.8元/平米/月,暂无信息,无,7,17,明园世纪城店/上海市徐汇区复兴中路1238号,0,0,2021/1/13 17:47
8273,5.011E+12,合肥路127弄,上海,黄浦,(黄浦新天地)合肥路127弄,新天地,0,1936,板楼,0.6元/平米/月,永年物业,黄浦房产,17,159,新天地翠湖店/上海市黄浦区建国东路316号-1,0,0,2021/1/13 17:47
8274,5.011E+12,淮海中路670弄,上海,黄浦,(黄浦淮海中路)淮海中路670弄,淮海中路,0,1935,平房,0.6元/平米/月,暂无信息,暂无信息,7,13,中凯店/上海市静安区大沽路370号-2,0,0,2021/1/13 17:47
8275,5.011E+12,同春坊,上海,黄浦,(黄浦人民广场)凤阳路228弄6-50号,人民广场,0,1926,板楼,1.8元/平米/月,上海新丰立业物业管理有限公司,暂无信息,28,62,黄浦店/上海市黄浦区新闸路391号,0,0,2021/1/13 17:47
8276,5E+13,江阴路157号,上海,黄浦,(黄浦人民广场)江阴路157号,人民广场,0,0,未知类型,暂无信息,暂无信息,暂无信息,1,1,中凯店/上海市静安区大沽路370号-2,0,0,2021/1/13 17:47
8277,5E+13,巨鹿路244弄,上海,黄浦,(黄浦淮海中路)巨鹿路244号,淮海中路,0,0,未知类型,暂无信息,暂无信息,暂无信息,4,6,南京西路店/上海市静安区威海路419号1层,0,0,2021/1/13 17:47
8278,5E+13,西民立路30号,上海,黄浦,(黄浦蓬莱公园)西民立路30号,蓬莱公园,0,0,未知类型,暂无信息,暂无信息,暂无信息,1,1,丽园店/上海市黄浦区丽园路231号1层A室,0,0,2021/1/13 17:47
8279,5.011E+12,采寿里,上海,黄浦,"(黄浦淮海中路)巨鹿路383弄, 巨鹿路385号, 巨鹿路383弄1-25号, 巨鹿路383弄10号",淮海中路,0,1937,板楼,暂无信息,无,暂无信息,6,18,南京西路店/上海市静安区威海路419号1层,0,0,2021/1/13 17:47
8280,5E+13,厦门路114号,上海,黄浦,(黄浦南京东路)厦门路114号,南京东路,0,0,未知类型,暂无信息,暂无信息,暂无信息,1,1,苏河湾豪宅店/上海市闸北区曲阜路137号一层,0,0,2021/1/13 17:47
8281,5.011E+12,大吉路24号,上海,黄浦,(黄浦老西门)大吉路24号,老西门,0,0,未知类型,暂无信息,暂无信息,暂无信息,1,3,老西门店/上海市黄浦区建国新路53-57号,0,0,2021/1/13 17:47
8282,5E+13,淮海中路613弄,上海,黄浦,(黄浦淮海中路)淮海中路613弄,淮海中路,0,0,未知类型,暂无信息,暂无信息,暂无信息,1,1,新天地豪宅店/上海市黄浦区马当路178号1层,0,0,2021/1/13 17:48
8283,5.011E+12,金玉兰广场,上海,黄浦,(黄浦打浦桥)打浦路1号,打浦桥,0,1998,塔楼,4元/平米/月,上海金兴房地产发展有限公司,上海金兴房地产发展有限公司,1,211,海华店/上海市卢湾区打浦路8号115室,0,0,2021/1/13 17:48
8284,5.011E+12,江西中路128-130号,上海,黄浦,"(黄浦南京东路)江西中路128号, 江西中路130号",南京东路,0,1936,板楼,暂无信息,暂无信息,上海西上海上食科技发展有限公司,2,17,露香园店/上海市黄浦区人民路737号101室,0,0,2021/1/13 17:48
8285,5.011E+12,巨鹿路266号,上海,黄浦,(黄浦淮海中路)巨鹿路266号,淮海中路,0,1946,塔板结合,0.8元/平米/月,暂无信息,广东碧桂园物业服务股份有限公司洛阳分公司1,1,5,南京西路店/上海市静安区威海路419号1层,0,0,2021/1/13 17:48
8286,5E+13,南京西路457号,上海,黄浦,(黄浦人民广场)南京西路457号,人民广场,0,0,未知类型,暂无信息,暂无信息,暂无信息,1,1,中凯店/上海市静安区大沽路370号-2,0,0,2021/1/13 17:48
8287,5.01723E+15,宁波路266号,上海,黄浦,"(黄浦南京东路)宁波路266号, 宁波路264号",南京东路,0,1995,塔板结合,5元/平米/月,暂无信息,上海东上海联合置业有限公司,1,187,苏河湾豪宅店/上海市闸北区曲阜路137号一层,0,0,2021/1/13 17:48
8288,5.011E+12,方中小区,上海,黄浦,(黄浦豫园)方浜中路199弄,豫园,0,1983,板楼,0.6元/平米/月,暂无信息,上海豫园开发,12,95,豫园店/上海市黄浦区河南南路551号,0,0,2021/1/13 17:48
8289,5.011E+12,香山丽舍(别墅),上海,黄浦,(黄浦淮海中路)香山路33弄3-11号,淮海中路,148796,2003,板楼,5.5元/平米/月,上海东湖物业管理有限公司,上海卢鑫房地产有限公司,8,8,明园世纪城店/上海市徐汇区复兴中路1238号,0,0,2021/1/13 17:48
8290,5.011E+12,瑞金二路153号,上海,黄浦,(黄浦淮海中路)瑞金二路153号,淮海中路,0,1930,板楼,暂无信息,瑞金物业,瑞金集团,1,1,明园世纪城店/上海市徐汇区复兴中路1238号,0,0,2021/1/13 17:48
8291,5.011E+12,松柏公寓,上海,黄浦,(黄浦南京东路)北京东路431弄,南京东路,0,1992,塔楼,2.5元/平米/月,上海市黄浦建设物业有限公司,松柏房地产开发有限公司,3,337,苏河湾豪宅店/上海市闸北区曲阜路137号一层,0,0,2021/1/13 17:48
8292,5.011E+12,丽园路43弄,上海,黄浦,(黄浦蓬莱公园)丽园路43弄,蓬莱公园,0,1934,板楼,暂无信息,深圳市创展置地物业管理有限公司,南石家庄政府,10,24,丽园店/上海市黄浦区丽园路231号1层A室,0,0,2021/1/13 17:48
8293,5.01297E+15,金陵东路220号,上海,黄浦,(黄浦豫园)金陵东路220号,豫园,0,0,未知类型,暂无信息,暂无信息,暂无信息,1,1,露香园店/上海市黄浦区人民路737号101室,0,0,2021/1/13 17:48
8294,5.01297E+15,陕西南路203号,上海,黄浦,(黄浦淮海中路)陕西南路203号,淮海中路,0,0,未知类型,暂无信息,暂无信息,暂无信息,1,2,明园世纪城店/上海市徐汇区复兴中路1238号,0,0,2021/1/13 17:48
8295,5.01639E+15,光启南路286弄,上海,黄浦,(黄浦董家渡)光启南路286弄,董家渡,0,1979,塔板结合/平房,0.3至1元/平米/月,上海新东门物业管理有限公司,上海万业企业老西门置业发展有限公司,2,14,明日星城一店/上海市黄浦区中华路858号1层-4号,0,0,2021/1/13 17:48
8296,5.011E+12,人才大厦,上海,黄浦,(黄浦五里桥)斜土路500号,五里桥,63345,1998,塔楼,1.2元/平米/月,上海巨星物业有限公司,上海众星房地产公司,1,102,五里桥店/上海市黄浦区局门路293-临,0,0,2021/1/13 17:49
8297,5.011E+12,物资大厦,上海,黄浦,(黄浦南京东路)北京东路433号,南京东路,0,1996,塔楼,2元/平米/月,上海金国物业管理有限公司,上海物资贸易股份有限公司,1,280,苏河湾豪宅店/上海市闸北区曲阜路137号一层,0,0,2021/1/13 17:49
8313,5.011E+12,天成里,上海,黄浦,"(黄浦打浦桥)泰康路248弄1-51号,泰康路250号",打浦桥,149438,1930,板楼/塔板结合,2元/平米/月,暂无信息,上海上实南开房地产营销有限公司,28,36,海华店/上海市卢湾区打浦路8号115室,0,0,2021/1/13 17:50
8314,5.02002E+15,进贤路238-240(双)号,上海,黄浦,"(黄浦淮海中路)进贤路238-240（双）号, 进贤路238号",淮海中路,0,1947,板楼,1元/平米/月,黄浦物业,黄浦房产,1,2,巨富店/上海市静安区富民路57号,0,0,2021/1/13 17:50
8318,5.011E+12,建国中路65弄,上海,黄浦,(黄浦打浦桥)建国中路65弄,打浦桥,0,1996,未知类型,暂无信息,暂无信息,暂无信息,2,3,打浦桥店/上海市黄浦区丽园路1022号-2室,0,0,2021/1/13 17:50
8319,5.011E+12,上海人家,上海,黄浦,(黄浦世博滨江)西藏南路1558弄,世博滨江,72144,1999,塔楼,1.6元/平米/月,上海永协物业管理有限公司,上海永厦房地产发展有限公司,3,271,耀江店/上海市黄浦区西藏南路1515号,0,0,2021/1/13 17:50
8320,5.011E+12,鑫兴大厦,上海,黄浦,(黄浦淮海中路)巨鹿路137号,淮海中路,50549,1994,平房,8元/平米/月,无,无,1,130,中凯店/上海市静安区大沽路370号-2,0,0,2021/1/13 17:50
8321,5.011E+12,牌楼路41弄,上海,黄浦,(黄浦老西门)牌楼路41弄,老西门,73607,1992,板楼,1.14元/平米/月,上海锦南物业经营有限公司,上海南房房地产开发有限公司,6,186,陆家浜路店/上海市黄浦区西藏南路995号,0,0,2021/1/13 17:51
8322,5.011E+12,新世纪大厦,上海,黄浦,(黄浦老西门)陆家浜路1011号,老西门,51757,2003,塔楼,5元/平米/月,新世纪酒店物业,上海新世纪大厦发展有限公司,1,437,陆家浜路店/上海市黄浦区西藏南路995号,0,0,2021/1/13 17:51
8323,5.011E+12,蒙自路380弄,上海,黄浦,(黄浦五里桥)蒙自路380弄,五里桥,0,1985,板楼,0.5元/平米/月,上海永理置业管理有限公司,中海地产,8,143,五里桥店/上海市黄浦区局门路293-临,0,0,2021/1/13 17:51
8324,5.011E+12,长乐路169弄,上海,黄浦,(黄浦淮海中路)长乐路169弄,淮海中路,0,1930,板楼,0.8元/平米/月,长乐物业管理公司,长乐双成房地产开发有限公司,42,103,中凯店/上海市静安区大沽路370号-2,0,0,2021/1/13 17:51
8325,5.011E+12,双钱公寓,上海,黄浦,(黄浦打浦桥)徐家汇路558弄,打浦桥,74629,1998,塔楼,1.55元/平米/月,上海双力物业管理有限公司,上海轮胎橡胶9集团)公司房地产开发经营公司,1,240,海华店/上海市卢湾区打浦路8号115室,0,0,2021/1/13 17:51
8326,5.011E+12,海佳大厦,上海,黄浦,"(黄浦淮海中路)陕西南路231弄,永嘉路41号",淮海中路,111988,1999,板楼,2.3元/平米/月,自主物业,上海海佳房地产开发经营公司,4,151,明园世纪城店/上海市徐汇区复兴中路1238号,0,0,2021/1/13 17:51
8328,5.011E+12,唐城公寓,上海,黄浦,(黄浦老西门)迎勋北路8弄,老西门,68595,1998,板楼,1.45元/平米/月,上海老西门物业管理有限公司,上海唐城房地产开发有限公司,2,237,豫园店/上海市黄浦区河南南路551号,0,0,2021/1/13 17:51
8329,5.011E+12,斜土路330弄,上海,黄浦,(黄浦五里桥)斜土路330弄,五里桥,88358,1982,板楼,0.8元/平米/月,永业物业,中海地产,6,184,五里桥店/上海市黄浦区局门路293-临,0,0,2021/1/13 17:51
8330,5.011E+12,平利公寓,上海,黄浦,"(黄浦老西门)尚文路185号,学前街155号",老西门,84129,1999,板楼,1.35元/平米/月,上海上实物业管理有限公司,上海锦南房地产开发,2,107,明日星城店/上海市黄浦区江阴街60号,0,0,2021/1/13 17:51
8331,5.09822E+14,普育东路65弄,上海,黄浦,(黄浦蓬莱公园)普育东路65弄,蓬莱公园,75031,1988,板楼,1.2元/平米/月,泰南物业,南石家庄政府,2,60,青年汇店/上海市黄浦区陆家浜路30号底层车库,0,0,2021/1/13 17:51
8332,5.011E+12,吉大公寓,上海,黄浦,(黄浦打浦桥)建国中路115弄1-2号,打浦桥,100826,1999,板楼,2元/平米/月,中南物业,上海佳安置业有限公司,2,48,海华店/上海市卢湾区打浦路8号115室,0,0,2021/1/13 17:51
8333,5.011E+12,瑞金二路132弄,上海,黄浦,(黄浦淮海中路)瑞金二路132弄,淮海中路,0,2005,板楼,1.5元/平米/月,暂无信息,北京富华永嘉置业有限公司,7,10,明园世纪城店/上海市徐汇区复兴中路1238号,0,0,2021/1/13 17:51
8334,5.011E+12,中和村,上海,黄浦,(黄浦淮海中路)长乐路272弄,淮海中路,0,1936,板楼,2元/平米/月,暂无信息,无,4,7,中凯店/上海市静安区大沽路370号-2,0,0,2021/1/13 17:52
8335,5.011E+12,凌北公寓,上海,黄浦,(黄浦蓬莱公园)斜土东路338号,蓬莱公园,72636,1998,板楼,1.6元/平米/月,上海东亚明华物业管理有限公司,上海东亚房地产开发经营总公司,1,54,西藏南路总店/上海市黄浦区西藏南路1283-1号,0,0,2021/1/13 17:52
8336,5.011E+12,华盛大厦,上海,黄浦,"(黄浦南京东路)九江路399号, 汉口路398号, 汉口路400号",南京东路,0,1999,塔板结合,2元/平米/月,上海泰喜物业管理有限公司,上海华盛建设发展有限公司,1,266,露香园店/上海市黄浦区人民路737号101室,0,0,2021/1/13 17:52
8338,5.02002E+15,徽宁路528号,上海,黄浦,(黄浦蓬莱公园)徽宁路528号,蓬莱公园,0,1985,塔楼,1元/平米/月,暂无信息,南石家庄政府,1,2,西藏南路总店/上海市黄浦区西藏南路1283-1号,0,0,2021/1/13 17:52
8339,5.011E+12,永嘉路25弄,上海,黄浦,(黄浦淮海中路)永嘉路25弄,淮海中路,0,0,板楼,暂无信息,暂无信息,暂无信息,2,2,明园世纪城店/上海市徐汇区复兴中路1238号,0,0,2021/1/13 17:52
8340,5.011E+12,柳江街21,上海,黄浦,(黄浦豫园)柳江街21号（柳江路21号）,豫园,0,1987,板楼,0.8元/平米/月,上海南房物业管理有限公司,大桥置业,1,48,豫园店/上海市黄浦区河南南路551号,0,0,2021/1/13 17:52
8341,5.02002E+15,雁荡路69号,上海,黄浦,(黄浦淮海中路)雁荡路69号,淮海中路,0,0,未知类型,暂无信息,暂无信息,暂无信息,1,1,新天地豪宅店/上海市黄浦区马当路178号1层,0,0,2021/1/13 17:52
8342,5.011E+12,制造局路779-781号,上海,黄浦,"(黄浦世博滨江)制造局路779号, 制造局路781号",世博滨江,0,1973,板楼,暂无信息,暂无信息,南雅集团,2,60,世博滨江店/上海市黄浦区制造局路861号底层,0,0,2021/1/13 17:52
8343,5.011E+12,进贤路176号,上海,黄浦,(黄浦淮海中路)进贤路176号,淮海中路,0,0,未知类型,暂无信息,暂无信息,暂无信息,1,2,南京西路店/上海市静安区威海路419号1层,0,0,2021/1/13 17:52
8344,5.011E+12,绍兴路96弄,上海,黄浦,(黄浦淮海中路)绍兴路96弄,淮海中路,0,1930,板楼,0.8元/平米/月,上海永嘉置业管理有限公司,永嘉物业,15,50,嘉御庭店/上海市徐汇区建国西路253号B1-5号,0,0,2021/1/13 17:52
8345,5.01297E+15,鲁班路360号,上海,黄浦,(黄浦打浦桥)鲁班路360号,打浦桥,0,2004,平房,5.6元/平米/月,中海物业,中海地产,1,1,东泰花苑店/上海市黄浦区打浦路230号1层,0,0,2021/1/13 17:52
8346,5.011E+12,上海广场,上海,黄浦,(黄浦新天地)淮海中路138号,新天地,0,2000,塔板结合,28元/平米/月,上海世邦魏理仕物业顾问有限公司,上海永菱房地产有限公司,2,145,新天地豪宅店/上海市黄浦区马当路178号1层,0,0,2021/1/13 17:53
8347,5.011E+12,新昌路295弄,上海,黄浦,(黄浦人民广场)新昌路295弄,人民广场,0,1960,板楼,8元/平米/月,暂无信息,上海德佑房地产经纪有限公司,3,4,黄浦店/上海市黄浦区新闸路391号,0,0,2021/1/13 17:53
8348,5.02003E+15,西仓桥街124号,上海,黄浦,(黄浦豫园)西仓桥街124号,豫园,0,0,未知类型,暂无信息,暂无信息,暂无信息,1,1,豫园店/上海市黄浦区河南南路551号,0,0,2021/1/13 17:53
8349,5.01297E+15,福州路555号,上海,黄浦,(黄浦南京东路)福州路555号,南京东路,0,1950,塔板结合,1.5元/平米/月,暂无信息,上海南上海动拆迁置业有限公司,1,2,露香园店/上海市黄浦区人民路737号101室,0,0,2021/1/13 17:53
8350,5.011E+12,南浦大厦,上海,黄浦,(黄浦黄浦滨江)中山南路1088号,黄浦滨江,0,1998,塔楼,0.5元/平米/月,上海兴业房地产股份有限公司,上海兴业房产股份有限公司,1,115,青年汇店/上海市黄浦区陆家浜路30号底层车库,0,0,2021/1/13 17:53
8351,5.01297E+15,复兴东路718号,上海,黄浦,(黄浦豫园)复兴东路718号,豫园,0,1999,塔板结合,3元/平米/月,暂无信息,上海豫园开发,1,4,豫园店/上海市黄浦区河南南路551号,0,0,2021/1/13 17:53
8352,5.01358E+15,老道前街16弄,上海,黄浦,(黄浦老西门)老道前街16弄,老西门,0,0,未知类型,暂无信息,暂无信息,暂无信息,1,2,老西门店/上海市黄浦区建国新路53-57号,0,0,2021/1/13 17:53
8353,5.011E+12,天津路195弄,上海,黄浦,"(黄浦南京东路)天津路195弄, 天津路195弄1-54号",南京东路,0,1936,板楼,1.2元/平米/月,上海得力房地产经纪有限公司,嘉里建设管理(上海)有限公司,6,131,苏河湾豪宅店/上海市闸北区曲阜路137号一层,0,0,2021/1/13 17:53
8354,5.011E+12,瑞金二路65号,上海,黄浦,(黄浦淮海中路)瑞金二路65号,淮海中路,0,1935,平房,0.5元/平米/月,暂无信息,无,1,2,明园世纪城店/上海市徐汇区复兴中路1238号,0,0,2021/1/13 17:53
